id,problem_element,code
398900026,odd_even_both,unmatching_oebnumber
398900033,odd_even_both,unmatching_oebnumber
3989000199157,odd_even_both,unmatching_oebnumber
3989000199179,odd_even_both,unmatching_oebnumber
3989000200830,odd_even_both,unmatching_oebnumber
3989000200842,odd_even_both,unmatching_oebnumber
3989000202399,odd_even_both,unmatching_oebnumber
3989000202405,odd_even_both,unmatching_oebnumber
3989000202411,odd_even_both,unmatching_oebnumber
3989000202423,odd_even_both,unmatching_oebnumber
3989000202424,odd_even_both,unmatching_oebnumber
3989000202431,odd_even_both,unmatching_oebnumber
3989000202437,odd_even_both,unmatching_oebnumber
3989000199256,odd_even_both,unmatching_oebnumber
3989000199260,odd_even_both,unmatching_oebnumber
3989000199262,odd_even_both,unmatching_oebnumber
3989000199266,odd_even_both,unmatching_oebnumber
3989000199278,odd_even_both,unmatching_oebnumber
3989000200887,odd_even_both,unmatching_oebnumber
3989000200888,odd_even_both,unmatching_oebnumber
3989000202457,odd_even_both,unmatching_oebnumber
3989000202480,odd_even_both,unmatching_oebnumber
3989000205498,odd_even_both,unmatching_oebnumber
3989000205512,odd_even_both,unmatching_oebnumber
3989000205530,odd_even_both,unmatching_oebnumber
3989000205538,odd_even_both,unmatching_oebnumber
3989000205542,odd_even_both,unmatching_oebnumber
3989000206888,odd_even_both,unmatching_oebnumber
3989000206919,odd_even_both,unmatching_oebnumber
3989000206922,odd_even_both,unmatching_oebnumber
3989000206925,odd_even_both,unmatching_oebnumber
3989000206927,odd_even_both,unmatching_oebnumber
3989000206929,odd_even_both,unmatching_oebnumber
3989000199329,odd_even_both,unmatching_oebnumber
3989000199331,odd_even_both,unmatching_oebnumber
3989000199350,odd_even_both,unmatching_oebnumber
3989000200921,odd_even_both,unmatching_oebnumber
3989000200927,odd_even_both,unmatching_oebnumber
3989000200958,odd_even_both,unmatching_oebnumber
3989000202525,odd_even_both,unmatching_oebnumber
3989000202528,odd_even_both,unmatching_oebnumber
3989000202538,odd_even_both,unmatching_oebnumber
3989000202545,odd_even_both,unmatching_oebnumber
3989000202561,odd_even_both,unmatching_oebnumber
3989000202564,odd_even_both,unmatching_oebnumber
3989000202565,odd_even_both,unmatching_oebnumber
3989000202583,odd_even_both,unmatching_oebnumber
3989000205547,odd_even_both,unmatching_oebnumber
3989000205556,odd_even_both,unmatching_oebnumber
3989000205558,odd_even_both,unmatching_oebnumber
3989000205580,odd_even_both,unmatching_oebnumber
3989000205589,odd_even_both,unmatching_oebnumber
3989000205596,odd_even_both,unmatching_oebnumber
3989000205603,odd_even_both,unmatching_oebnumber
3989000206972,odd_even_both,unmatching_oebnumber
3989000206974,odd_even_both,unmatching_oebnumber
3989000206977,odd_even_both,unmatching_oebnumber
3989000260,odd_even_both,unmatching_oebnumber
3989000199367,odd_even_both,unmatching_oebnumber
3989000199410,odd_even_both,unmatching_oebnumber
3989000200986,odd_even_both,unmatching_oebnumber
3989000200998,odd_even_both,unmatching_oebnumber
3989000201001,odd_even_both,unmatching_oebnumber
3989000201011,odd_even_both,unmatching_oebnumber
3989000201018,odd_even_both,unmatching_oebnumber
3989000201025,odd_even_both,unmatching_oebnumber
3989000202611,odd_even_both,unmatching_oebnumber
3989000202649,odd_even_both,unmatching_oebnumber
3989000204243,odd_even_both,unmatching_oebnumber
3989000204251,odd_even_both,unmatching_oebnumber
3989000204264,odd_even_both,unmatching_oebnumber
3989000205614,odd_even_both,unmatching_oebnumber
3989000205632,odd_even_both,unmatching_oebnumber
3989000205641,odd_even_both,unmatching_oebnumber
3989000207036,odd_even_both,unmatching_oebnumber
3989000207066,odd_even_both,unmatching_oebnumber
3989000209550,odd_even_both,unmatching_oebnumber
3989000208586,odd_even_both,unmatching_oebnumber
3989000209632,odd_even_both,unmatching_oebnumber
3989000209718,odd_even_both,unmatching_oebnumber
3989000210689,odd_even_both,unmatching_oebnumber
3989000210695,odd_even_both,unmatching_oebnumber
3989000210697,odd_even_both,unmatching_oebnumber
3989000210703,odd_even_both,unmatching_oebnumber
3989000210710,odd_even_both,unmatching_oebnumber
3989000210727,odd_even_both,unmatching_oebnumber
3989000210757,odd_even_both,unmatching_oebnumber
3989000210764,odd_even_both,unmatching_oebnumber
3989000210781,odd_even_both,unmatching_oebnumber
3989000210817,odd_even_both,unmatching_oebnumber
3989000210831,odd_even_both,unmatching_oebnumber
3989000211831,odd_even_both,unmatching_oebnumber
3989000211875,odd_even_both,unmatching_oebnumber
3989000337,odd_even_both,unmatching_oebnumber
3989000340,odd_even_both,unmatching_oebnumber
3989000211933,odd_even_both,unmatching_oebnumber
3989000199448,odd_even_both,unmatching_oebnumber
3989000199454,odd_even_both,unmatching_oebnumber
3989000199457,odd_even_both,unmatching_oebnumber
3989000199461,odd_even_both,unmatching_oebnumber
3989000199474,odd_even_both,unmatching_oebnumber
3989000199492,odd_even_both,unmatching_oebnumber
3989000199495,odd_even_both,unmatching_oebnumber
3989000211985,odd_even_both,unmatching_oebnumber
3989000201052,odd_even_both,unmatching_oebnumber
3989000201057,odd_even_both,unmatching_oebnumber
3989000201059,odd_even_both,unmatching_oebnumber
3989000201088,odd_even_both,unmatching_oebnumber
3989000201099,odd_even_both,unmatching_oebnumber
3989000212972,odd_even_both,unmatching_oebnumber
3989000202660,odd_even_both,unmatching_oebnumber
3989000204338,odd_even_both,unmatching_oebnumber
3989000213150,odd_even_both,unmatching_oebnumber
3989000205692,odd_even_both,unmatching_oebnumber
3989000205727,odd_even_both,unmatching_oebnumber
3989000205730,odd_even_both,unmatching_oebnumber
3989000207084,odd_even_both,unmatching_oebnumber
3989000207107,odd_even_both,unmatching_oebnumber
3989000197709,odd_even_both,unmatching_oebnumber
3989000199499,odd_even_both,unmatching_oebnumber
3989000199502,odd_even_both,unmatching_oebnumber
3989000199512,odd_even_both,unmatching_oebnumber
3989000201115,odd_even_both,unmatching_oebnumber
3989000201124,odd_even_both,unmatching_oebnumber
3989000201159,odd_even_both,unmatching_oebnumber
3989000201161,odd_even_both,unmatching_oebnumber
3989000201164,odd_even_both,unmatching_oebnumber
3989000202745,odd_even_both,unmatching_oebnumber
3989000202747,odd_even_both,unmatching_oebnumber
3989000202752,odd_even_both,unmatching_oebnumber
3989000202784,odd_even_both,unmatching_oebnumber
3989000202787,odd_even_both,unmatching_oebnumber
3989000205756,odd_even_both,unmatching_oebnumber
3989000205784,odd_even_both,unmatching_oebnumber
3989000207156,odd_even_both,unmatching_oebnumber
3989000207159,odd_even_both,unmatching_oebnumber
3989000207179,odd_even_both,unmatching_oebnumber
3989000207181,odd_even_both,unmatching_oebnumber
3989000207199,odd_even_both,unmatching_oebnumber
3989000197737,odd_even_both,unmatching_oebnumber
3989000197748,odd_even_both,unmatching_oebnumber
3989000197749,odd_even_both,unmatching_oebnumber
3989000197758,odd_even_both,unmatching_oebnumber
3989000197778,odd_even_both,unmatching_oebnumber
3989000197785,odd_even_both,unmatching_oebnumber
3989000199565,odd_even_both,unmatching_oebnumber
3989000199588,odd_even_both,unmatching_oebnumber
3989000199601,odd_even_both,unmatching_oebnumber
3989000199611,odd_even_both,unmatching_oebnumber
3989000199623,odd_even_both,unmatching_oebnumber
3989000201180,odd_even_both,unmatching_oebnumber
3989000201197,odd_even_both,unmatching_oebnumber
3989000201213,odd_even_both,unmatching_oebnumber
3989000201218,odd_even_both,unmatching_oebnumber
3989000202813,odd_even_both,unmatching_oebnumber
3989000202815,odd_even_both,unmatching_oebnumber
3989000202835,odd_even_both,unmatching_oebnumber
3989000202858,odd_even_both,unmatching_oebnumber
3989000205811,odd_even_both,unmatching_oebnumber
3989000205814,odd_even_both,unmatching_oebnumber
3989000205835,odd_even_both,unmatching_oebnumber
3989000205840,odd_even_both,unmatching_oebnumber
3989000197815,odd_even_both,unmatching_oebnumber
3989000197816,odd_even_both,unmatching_oebnumber
3989000199638,odd_even_both,unmatching_oebnumber
