id,problem_element,code
2130570,2138532,segment_overlap_precinct_mismatch
2138532,2130570,segment_overlap_precinct_mismatch
2144736,2053995,segment_overlap_precinct_mismatch
2128729,2053995,segment_overlap_precinct_mismatch
2148461,2031616,segment_overlap_precinct_mismatch
2055017,2066501,segment_overlap_precinct_mismatch
2078501,2078067,segment_overlap_precinct_mismatch
2063549,2168770,segment_overlap_precinct_mismatch
2182254,2151974,segment_overlap_precinct_mismatch
2186393,2151974,segment_overlap_precinct_mismatch
2167059,2134499,segment_overlap_precinct_mismatch
2159200,2157963,segment_overlap_precinct_mismatch
2036673,2180163,segment_overlap_precinct_mismatch
2083434,2051564,segment_overlap_precinct_mismatch
2169491,2159127,segment_overlap_precinct_mismatch
2206491,2201260,segment_overlap_precinct_mismatch
2178667,2175475,segment_overlap_precinct_mismatch
2136037,2185615,segment_overlap_precinct_mismatch
2160125,2185615,segment_overlap_precinct_mismatch
2208157,2185615,segment_overlap_precinct_mismatch
2185286,2009603,segment_overlap_precinct_mismatch
2170311,2154445,segment_overlap_precinct_mismatch
2133030,2072676,segment_overlap_precinct_mismatch
2017370,2023314,segment_overlap_precinct_mismatch
2193455,2127306,segment_overlap_precinct_mismatch
2072454,2128018,segment_overlap_precinct_mismatch
2127940,2021331,segment_overlap_precinct_mismatch
2131524,2126645,segment_overlap_precinct_mismatch
2073944,2141783,segment_overlap_precinct_mismatch
2193096,2178620,segment_overlap_precinct_mismatch
2101385,2093071,segment_overlap_precinct_mismatch
2099055,2099058,segment_overlap_precinct_mismatch
2099058,2099055,segment_overlap_precinct_mismatch
2134215,2133145,segment_overlap_precinct_mismatch
2138011,2047482,segment_overlap_precinct_mismatch
2150507,2053901,segment_overlap_precinct_mismatch
2120853,2099630,segment_overlap_precinct_mismatch
2099630,2106020,segment_overlap_precinct_mismatch
2110755,2124951,segment_overlap_precinct_mismatch
2124951,2110755,segment_overlap_precinct_mismatch
2033496,2056219,segment_overlap_precinct_mismatch
2074573,2041120,segment_overlap_precinct_mismatch
2139934,2023735,segment_overlap_precinct_mismatch
2216260,2023735,segment_overlap_precinct_mismatch
2047369,2021126,segment_overlap_precinct_mismatch
2108997,2041350,segment_overlap_precinct_mismatch
2041350,2108997,segment_overlap_precinct_mismatch
2072272,2153474,segment_overlap_precinct_mismatch
2138329,2012512,segment_overlap_precinct_mismatch
2043613,2081917,segment_overlap_precinct_mismatch
2210273,2070338,segment_overlap_precinct_mismatch
2171888,2132729,segment_overlap_precinct_mismatch
2074332,2128368,segment_overlap_precinct_mismatch
2039421,2047074,segment_overlap_precinct_mismatch
2108174,2107588,segment_overlap_precinct_mismatch
2194521,2156901,segment_overlap_precinct_mismatch
2140047,2005134,segment_overlap_precinct_mismatch
2127852,2126641,segment_overlap_precinct_mismatch
2178067,2106701,segment_overlap_precinct_mismatch
2075546,2071831,segment_overlap_precinct_mismatch
2124576,2077343,segment_overlap_precinct_mismatch
2125868,2047206,segment_overlap_precinct_mismatch
2078290,2040060,segment_overlap_precinct_mismatch
2040060,2078290,segment_overlap_precinct_mismatch
2157718,2043644,segment_overlap_precinct_mismatch
2200218,2140119,segment_overlap_precinct_mismatch
2140119,2200218,segment_overlap_precinct_mismatch
2209747,2201980,segment_overlap_precinct_mismatch
2139272,2201980,segment_overlap_precinct_mismatch
2088529,2166813,segment_overlap_precinct_mismatch
2067130,2065996,segment_overlap_precinct_mismatch
2040065,2127965,segment_overlap_precinct_mismatch
2184048,2043036,segment_overlap_precinct_mismatch
2113038,2183895,segment_overlap_precinct_mismatch
2201471,2183895,segment_overlap_precinct_mismatch
2183895,2180973,segment_overlap_precinct_mismatch
2144236,2143592,segment_overlap_precinct_mismatch
2112386,2093425,segment_overlap_precinct_mismatch
2100155,2031193,segment_overlap_precinct_mismatch
2128888,2024485,segment_overlap_precinct_mismatch
2139288,2145854,segment_overlap_precinct_mismatch
2025308,2219771,segment_overlap_precinct_mismatch
2057963,2074590,segment_overlap_precinct_mismatch
2114584,2187524,segment_overlap_precinct_mismatch
2187524,2130451,segment_overlap_precinct_mismatch
2208608,2209922,segment_overlap_precinct_mismatch
2039193,2166053,segment_overlap_precinct_mismatch
2163401,2105634,segment_overlap_precinct_mismatch
2101534,2151360,segment_overlap_precinct_mismatch
2068396,2027728,segment_overlap_precinct_mismatch
2132717,2051471,segment_overlap_precinct_mismatch
2051471,2132717,segment_overlap_precinct_mismatch
2038626,2065840,segment_overlap_precinct_mismatch
2108424,2069332,segment_overlap_precinct_mismatch
2056423,2036765,segment_overlap_precinct_mismatch
2154287,2187740,segment_overlap_precinct_mismatch
2119526,2058275,segment_overlap_precinct_mismatch
2172864,2010705,segment_overlap_precinct_mismatch
2089310,2188495,segment_overlap_precinct_mismatch
2128770,2019089,segment_overlap_precinct_mismatch
2098448,2003451,segment_overlap_precinct_mismatch
2069193,2029189,segment_overlap_precinct_mismatch
2048378,2012501,segment_overlap_precinct_mismatch
2091363,2004720,segment_overlap_precinct_mismatch
2033489,2016869,segment_overlap_precinct_mismatch
2118271,2177183,segment_overlap_precinct_mismatch
2123861,2177183,segment_overlap_precinct_mismatch
2065411,2212036,segment_overlap_precinct_mismatch
2113715,2090331,segment_overlap_precinct_mismatch
2187453,2208563,segment_overlap_precinct_mismatch
2012737,2004069,segment_overlap_precinct_mismatch
2004069,2012737,segment_overlap_precinct_mismatch
2074364,2061082,segment_overlap_precinct_mismatch
2053440,2061082,segment_overlap_precinct_mismatch
2129717,2044287,segment_overlap_precinct_mismatch
2102153,2211180,segment_overlap_precinct_mismatch
2108449,2101844,segment_overlap_precinct_mismatch
2138645,2079777,segment_overlap_precinct_mismatch
2117674,2046956,segment_overlap_precinct_mismatch
2053522,2141215,segment_overlap_precinct_mismatch
2171130,2099677,segment_overlap_precinct_mismatch
2046027,2078725,segment_overlap_precinct_mismatch
2078725,2046027,segment_overlap_precinct_mismatch
2182766,2170808,segment_overlap_precinct_mismatch
2016813,2030164,segment_overlap_precinct_mismatch
2113780,2093868,segment_overlap_precinct_mismatch
2185503,2213787,segment_overlap_precinct_mismatch
2213787,2030015,segment_overlap_precinct_mismatch
2068874,2087139,segment_overlap_precinct_mismatch
2014192,2008148,segment_overlap_precinct_mismatch
2008148,2014192,segment_overlap_precinct_mismatch
2024989,2010778,segment_overlap_precinct_mismatch
2010778,2024989,segment_overlap_precinct_mismatch
2140060,2036524,segment_overlap_precinct_mismatch
2146703,2142043,segment_overlap_precinct_mismatch
2050424,2126381,segment_overlap_precinct_mismatch
2174106,2051101,segment_overlap_precinct_mismatch
2196227,2127631,segment_overlap_precinct_mismatch
2127631,2196227,segment_overlap_precinct_mismatch
2206964,2014981,segment_overlap_precinct_mismatch
2207171,2217359,segment_overlap_precinct_mismatch
2171872,2214050,segment_overlap_precinct_mismatch
2214050,2171872,segment_overlap_precinct_mismatch
2186756,2005872,segment_overlap_precinct_mismatch
2151706,2055045,segment_overlap_precinct_mismatch
2014953,2025405,segment_overlap_precinct_mismatch
2025405,2014953,segment_overlap_precinct_mismatch
2099296,2173598,segment_overlap_precinct_mismatch
2031837,2014954,segment_overlap_precinct_mismatch
2014954,2031837,segment_overlap_precinct_mismatch
2213277,2089265,segment_overlap_precinct_mismatch
2093837,2218463,segment_overlap_precinct_mismatch
2051728,2218463,segment_overlap_precinct_mismatch
2197570,2197571,segment_overlap_precinct_mismatch
2197571,2197570,segment_overlap_precinct_mismatch
2196556,2109879,segment_overlap_precinct_mismatch
2113377,2060589,segment_overlap_precinct_mismatch
2139582,2021016,segment_overlap_precinct_mismatch
2132873,2057814,segment_overlap_precinct_mismatch
2098723,2171376,segment_overlap_precinct_mismatch
2030545,2220092,segment_overlap_precinct_mismatch
2199472,2129507,segment_overlap_precinct_mismatch
2129507,2199472,segment_overlap_precinct_mismatch
2095595,2115559,segment_overlap_precinct_mismatch
2212058,2059984,segment_overlap_precinct_mismatch
2212148,2033277,segment_overlap_precinct_mismatch
2201207,2208514,segment_overlap_precinct_mismatch
2134905,2134909,segment_overlap_precinct_mismatch
2134909,2134905,segment_overlap_precinct_mismatch
2028100,2009019,segment_overlap_precinct_mismatch
2198239,2218422,segment_overlap_precinct_mismatch
2218422,2198239,segment_overlap_precinct_mismatch
2207799,2218422,segment_overlap_precinct_mismatch
2027898,2057827,segment_overlap_precinct_mismatch
2057827,2027898,segment_overlap_precinct_mismatch
2148928,2023147,segment_overlap_precinct_mismatch
2214603,2164501,segment_overlap_precinct_mismatch
2021678,2015555,segment_overlap_precinct_mismatch
2051462,2051494,segment_overlap_precinct_mismatch
2138859,2118431,segment_overlap_precinct_mismatch
2118431,2138859,segment_overlap_precinct_mismatch
2040147,2011879,segment_overlap_precinct_mismatch
2005228,2013935,segment_overlap_precinct_mismatch
2013935,2005228,segment_overlap_precinct_mismatch
2209997,2149939,segment_overlap_precinct_mismatch
2091715,2198320,segment_overlap_precinct_mismatch
2100242,2025663,segment_overlap_precinct_mismatch
2078919,2025663,segment_overlap_precinct_mismatch
2215714,2028713,segment_overlap_precinct_mismatch
2216672,2215714,segment_overlap_precinct_mismatch
2042778,2048865,segment_overlap_precinct_mismatch
2161265,2184137,segment_overlap_precinct_mismatch
2039732,2007068,segment_overlap_precinct_mismatch
2215182,2015429,segment_overlap_precinct_mismatch
2148747,2142831,segment_overlap_precinct_mismatch
2192292,2198689,segment_overlap_precinct_mismatch
2094866,2011671,segment_overlap_precinct_mismatch
2220295,2219065,segment_overlap_precinct_mismatch
2183464,2214632,segment_overlap_precinct_mismatch
2110177,2028069,segment_overlap_precinct_mismatch
2104158,2051141,segment_overlap_precinct_mismatch
2113496,2196322,segment_overlap_precinct_mismatch
2110918,2032456,segment_overlap_precinct_mismatch
2101874,2085565,segment_overlap_precinct_mismatch
2195487,2116440,segment_overlap_precinct_mismatch
2053138,2017280,segment_overlap_precinct_mismatch
2157818,2017155,segment_overlap_precinct_mismatch
2058346,2127676,segment_overlap_precinct_mismatch
2100521,2172674,segment_overlap_precinct_mismatch
