"address_location_name","address_line1","address_line2","address_line3","address_city","address_state","address_zip","directions","polling_hours","photo_url","id"
"SALEM PRESBYTERIAN CHURCH","5394 Studley Rd","","","Mechanicsville","VA","231166655","","6:00 AM - 7:00 PM","","80000"
"GEORGE MASON UNIVERSITY","3401 Fairfax Dr","","","Arlington","VA","22201","","6:00 AM - 7:00 PM","","80001"
"T C Walker Elementary School","6099 T C Walker Rd","","","Gloucester","VA","23061","","6:00 AM - 7:00 PM","","80002"
"MINE RUN FIRE DEPARTMENT","31077 Old Plank Rd","","","Locust Grove","VA","22508","","6:00 AM - 7:00 PM","","80003"
"KING WILLIAM ADMIN. BUILDING","180 Horse Landing Rd","","","King William","VA","230862705","BOARD ROOM","6:00 AM - 7:00 PM","","80004"
"Dixon-Smith Middle School","503 Deacon Rd","","","Fredericksburg","VA","224051828","","6:00 AM - 7:00 PM","","80005"
"DERBYSHIRE BAPTIST CHURCH","8800 Derbyshire Rd","","","Richmond","VA","232297104","Fellowship Hall","6:00 AM - 7:00 PM","","80006"
"ABINGDON SCHOOL","3035 S Abingdon St","","","Arlington","VA","222061604","gym","6:00 AM - 7:00 PM","","80007"
"LEGACY HALL","4301 New Town Ave","","","Williamsburg","VA","23185","Community Room","6:00 AM - 7:00 PM","","80008"
"NEW ADMINISTRATION BUILDING","7516 County Complex Rd","","","Hanover","VA","230691530","","6:00 AM - 7:00 PM","","80009"
"HOLLYBROOK APARTMENTS","7700 Brook Rd","","","Richmond","VA","232271802","Main Entrance","6:00 AM - 7:00 PM","","80010"
"ATLEE HIGH SCHOOL","9414 Atlee Station Rd","","","Mechanicsville","VA","231162600","","6:00 AM - 7:00 PM","","80011"
"DEEP RUN HIGH SCHOOL","4801 Twin Hickory Rd","","","Glen Allen","VA","230592519","North Gym","6:00 AM - 7:00 PM","","80012"
"CARVER ELEMENTARY SCHOOL","1801 Lauderdale Dr","","","Richmond","VA","232384009","Cafeteria","6:00 AM - 7:00 PM","","80013"
"KING WILLIAM VOL. FIRE/RESCUE","7936 RICHMOND-TAPPAHANNOCK HWY","","","AYLETT","VA","23009","MEETING ROOM","6:00 AM - 7:00 PM","","80014"
"Abingdon Ruritan Club","8784 Guinea Rd","","","Hayes","VA","230723826","","6:00 AM - 7:00 PM","","80015"
"HAMPTON OAKS ELEMENTARY SCHOOL","107 Northampton Blvd","","","Stafford","VA","225547660","","6:00 AM - 7:00 PM","","80016"
"White Oak Volunteer Fire Department","12 Newton Rd.","","","Fredericksburg","VA","22405","","6:00 AM - 7:00 PM","","80017"
"JOHN MUSANTE PORTER LIBRARY","2001 Parkway Blvd","","","Stafford","VA","225543972","","6:00 AM - 7:00 PM","","80018"
"NOTTINGHAM SCHOOL","5900 Little Falls Rd","","","Arlington","VA","222071344","","6:00 AM - 7:00 PM","","80019"
"YMCA BUILDING","11487 GENERAL PULLER HWY","","","HARTFIELD","VA","23071","","6:00 AM - 7:00 PM","","80020"
"BROOKE POINT HIGH SCHOOL","1700 Courthouse Rd","","","Stafford","VA","225545409","","6:00 AM - 7:00 PM","","80021"
"STRATFORD HALL MANORCARE","2125 Hilliard Rd # 1","","","Richmond","VA","232284600","Dining Rm","6:00 AM - 7:00 PM","","80022"
"PATRICK HENRY SCHOOL","701 S Highland St","","","Arlington","VA","222042449","","6:00 AM - 7:00 PM","","80023"
"WELBORNE METHODIST CHURCH","920 Maybeury Dr","","","Richmond","VA","232296254","Fellowship Hall","6:00 AM - 7:00 PM","","80024"
"LYON PARK COMMUNITY CENTER","414 N Fillmore St","","","Arlington","VA","222011622","","6:00 AM - 7:00 PM","","80025"
"ECHO LAKE ELEMENTARY SCHOOL","5200 Francistown Rd","","","Glen Allen","VA","230602841","Multipurpose Rm","6:00 AM - 7:00 PM","","80026"
"2801 Clarendon","2801 Clarendon Blvd ","","","Arlington","VA","222012868","","6:00 AM - 7:00 PM","","80027"
"URBANNA FIREHOUSE","330 VIRGINIA STREET","","","URBANNA","VA","23175","","6:00 AM - 7:00 PM","","80028"
"PEMBERTON ELEMENTARY SCHOOL","1400 Pemberton Rd","","","Richmond","VA","232384416","Gym","6:00 AM - 7:00 PM","","80029"
"ROCK HILL ELEMENTARY SCHOOL","50 Wood Dr","","","Stafford","VA","225561838","","6:00 AM - 7:00 PM","","80030"
"Ashland Fire Station #1","501 Archie Cannon Dr","","","Ashland","VA","23005","","6:00 AM - 7:00 PM","","80031"
"IRVINGTON BAPTIST CHURCH","53 King Carter Dr","","","Irvington","VA","224802007","FELLOWSHIP HALL","6:00 AM - 7:00 PM","","80032"
"MCKINLEY SCHOOL","1030 N Mckinley Rd","","","Arlington","VA","222051620","","6:00 AM - 7:00 PM","","80033"
"HATCHER MEMORIAL BAPTIST CHURCH","2320 Dumbarton Rd","","","HENRICO","VA","232286014","","6:00 AM - 7:00 PM","","80034"
"PEARSONS CORNER ELEMENTARY SCHOOL","8290 New Ashcake Rd","","","Mechanicsville","VA","23116","","6:00 AM - 7:00 PM","","80035"
"CAMPBELL SCHOOL","737 S Carlin Springs Rd","","","Arlington","VA","22202","","6:00 AM - 7:00 PM","","80036"
"FREEMAN HIGH SCHOOL","8701 Three Chopt Rd","","","Richmond","VA","232294709","Lobby Big Gym","6:00 AM - 7:00 PM","","80037"
"GAYTON LIBRARY","10600 Gayton Rd","","","Richmond","VA","232384117","Meeting Room","6:00 AM - 7:00 PM","","80038"
"CULPEPPER GARDEN","4435 N Pershing Dr ","","","Arlington","VA","222032742","","6:00 AM - 7:00 PM","","80039"
"PROSPECT HEIGHTS MIDDLE SCHOOL","202 DAILEY Drive","","","ORANGE","VA","22960","","6:00 AM - 7:00 PM","","80040"
"ENGLAND RUN LIBRARY","806 LYONS BLVD","","","FREDERICKSBURG","VA","22406","","6:00 AM - 7:00 PM","","80041"
"NORGE ELEMENTARY SCHOOL","7311 Richmond Rd","","","Williamsburg","VA","231887221","Gymnasium","6:00 AM - 7:00 PM","","80042"
"SECOND BAPTIST CHURCH","9614 River Rd","","","Richmond","VA","232297635","Educ. Bldg Rm 104 & 105","6:00 AM - 7:00 PM","","80043"
"Hunton Community Center","11690 Old Washington Highway","","","Glen Allen","VA","23059","","6:00 AM - 7:00 PM","","80044"
"COLLEGIATE SCHOOL ATHLETICS BUILDING","400 Blair Rd","","","Richmond","VA","23238","","6:00 AM - 7:00 PM","","80045"
"ARLINGTON ARTS CENTER","3550 Wilson Blvd","","","Arlington","VA","222012322","Tiffany Gallery","6:00 AM - 7:00 PM","","80046"
"JACKSON DAVIS ELEMENTARY SCHOOL","8800 Nesslewood Dr","","","Richmond","VA","232293167","Cafeteria","6:00 AM - 7:00 PM","","80047"
"GORDONSVILLE FIRE HOUSE","301 East Baker St.","","","Gordonsville","VA","22942","","6:00 AM - 7:00 PM","","80048"
"MECHANICSVILLE CHRISTIAN CTR","8061 Shady Grove Rd","","","Mechanicsville","VA","231112258","","6:00 AM - 7:00 PM","","80049"
"MECHANICSVILLE ELEM SCHOOL","7425 Mechanicsville Elem Dr","","","Mechanicsville","VA","231111725","","6:00 AM - 7:00 PM","","80050"
"CARVER COMMUNITY CENTER","1415 S Queen St","","","Arlington","VA","222044739","","6:00 AM - 7:00 PM","","80051"
"SEAFORD ELEMENTARY SCHOOL","1105 Seaford Rd","","","Seaford","VA","236962351","GYM","6:00 AM - 7:00 PM","","80052"
"RAWLS BYRD ELEMENTARY SCHOOL","112 Laurel Ln","","","Williamsburg","VA","23185","Gymnasium","6:00 AM - 7:00 PM","","80053"
"TRINITY EPISCOPAL CHURCH","8484 Mary Ball Rd","","","Lancaster","VA","225032518","FELLOWSHIP HALL","6:00 AM - 7:00 PM","","80054"
"THE HERMITAGE AT CEDARFIELD","2300 Cedarfield Pkwy","","","Richmond","VA","232331936","Meeting Rm","6:00 AM - 7:00 PM","","80055"
"KERSEY CREEK ELEM SCHOOL","10004 LEARNING LANE","","","Mechanicsville","VA","23116","","6:00 AM - 7:00 PM","","80056"
"HH Poole Middle School","800 Eustace Rd.","","","Stafford","VA","22554","","6:00 AM - 7:00 PM","","80057"
"COUNTY LINE FELLOWSHIP HALL","4070 County Line Rd","","","Kents Store","VA","230842155","","6:00 AM - 7:00 PM","","80058"
"GOOCHLAND COMPANY 5 FIREHOUSE","2710 Fairground Rd","","","GOOCHLAND","VA","23063","","6:00 AM - 7:00 PM","","80059"
"DOVER BAPTIST CHURCH HERITAGE HALL","635 Manakin Rd","","","Manakin Sabot","VA","231033303","","6:00 AM - 7:00 PM","","80060"
"RIVER HOUSE JAMES BUILDING","1111 Army Navy Dr ","","","Arlington","VA","222022004","","6:00 AM - 7:00 PM","","80061"
"BYRD MIDDLE SCHOOL","9400 Quioccasin Rd","","","Richmond","VA","232384422","Boys Gym","6:00 AM - 7:00 PM","","80062"
"GODWIN HIGH SCHOOL","2101 Pump Rd","","","Richmond","VA","232383505","Gym","6:00 AM - 7:00 PM","","80063"
"MT. GILEAD BAPTIST CHURCH","8660 Pocahontas Trl","","","Williamsburg","VA","23185","Community Room","6:00 AM - 7:00 PM","","80064"
"THREE CHOPT ELEMENTARY SCHOOL","1600 Skipwith Rd","","","Richmond","VA","232295205","Gym","6:00 AM - 7:00 PM","","80065"
"Upper K&Q Rescue Squad Bldg","155 Indian Neck Road","","","Newtown","VA","23126","","6:00 AM - 7:00 PM","","80066"
"King & Queen Elementary School","24667 The Trail","","","Mattaponi","VA","23110","","6:00 AM - 7:00 PM","","80067"
"Peasley Middle School","2885 Hickory Fork Rd","","","Gloucester","VA","230614033","","6:00 AM - 7:00 PM","","80068"
